Indicator,Year,Country ISO 3 code,Country,WHO region,World bank income group,Sex,Comments,Value Numeric,Value String,Value low,Value high
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,ARG,Argentina,Americas,Upper middle income,Female,,21.5,21.5 [17.9-25.1],17.9,25.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,ARG,Argentina,Americas,Upper middle income,Female,The most recent survey was conducted in 2018. This is a projection.,19.7,19.7 [15.2-24.3],15.2,24.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,ARG,Argentina,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,24.6,24.6 [19.5-29.8],19.5,29.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,ARG,Argentina,Americas,Upper middle income,Male,The most recent survey was conducted in 2018. This is a projection.,29.5,29.5 [23.7-35.2],23.7,35.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,ARG,Argentina,Americas,Upper middle income,Female,The most recent survey was conducted in 2018. This is a projection.,19.4,19.4 [15.4-23.5],15.4,23.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,ARG,Argentina,Americas,Upper middle income,Male,The most recent survey was conducted in 2018. This is a projection.,28.9,28.9 [22.8-35.0],22.8,35
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,ARG,Argentina,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,24.2,24.2 [19.1-29.2],19.1,29.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,ARG,Argentina,Americas,Upper middle income,Female,The most recent survey was conducted in 2018. This is a projection.,19.1,19.1 [14.4-23.8],14.4,23.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,ARG,Argentina,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,23.8,23.8 [18.0-29.5],18,29.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,ARG,Argentina,Americas,Upper middle income,Male,The most recent survey was conducted in 2018. This is a projection.,28.5,28.5 [21.7-35.3],21.7,35.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,ARG,Argentina,Americas,Upper middle income,Male,The most recent survey was conducted in 2018. This is a projection.,27.2,27.2 [20.6-33.8],20.6,33.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,ARG,Argentina,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,22.6,22.6 [16.9-28.4],16.9,28.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,ARG,Argentina,Americas,Upper middle income,Female,The most recent survey was conducted in 2018. This is a projection.,18.1,18.1 [13.2-22.9],13.2,22.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,ARG,Argentina,Americas,Upper middle income,Male,The most recent survey was conducted in 2018. This is a projection.,25.3,25.3 [17.9-32.7],17.9,32.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,ARG,Argentina,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,20.9,20.9 [14.9-27.0],14.9,27
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,ARG,Argentina,Americas,Upper middle income,Female,The most recent survey was conducted in 2018. This is a projection.,16.5,16.5 [11.9-21.2],11.9,21.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,ARM,Armenia,Europe,Upper middle income,Female,,2.6,2.6 [1.9-3.3],1.9,3.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,ARM,Armenia,Europe,Upper middle income,Both sexes,,32.6,32.6 [25.9-39.2],25.9,39.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,ARM,Armenia,Europe,Upper middle income,Male,,62.6,62.6 [50.0-75.2],50,75.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,ARM,Armenia,Europe,Upper middle income,Female,,2.3,2.3 [1.8-2.8],1.8,2.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,ARM,Armenia,Europe,Upper middle income,Male,,59.3,59.3 [49.7-68.9],49.7,68.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,ARM,Armenia,Europe,Upper middle income,Both sexes,,30.8,30.8 [25.7-35.9],25.7,35.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,ARM,Armenia,Europe,Upper middle income,Male,,57.8,57.8 [48.1-67.5],48.1,67.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,ARM,Armenia,Europe,Upper middle income,Both sexes,,30,30.0 [24.9-35.1],24.9,35.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,ARM,Armenia,Europe,Upper middle income,Female,,2.2,2.2 [1.7-2.7],1.7,2.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,ARM,Armenia,Europe,Upper middle income,Both sexes,,28.8,28.8 [23.9-33.7],23.9,33.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,ARM,Armenia,Europe,Upper middle income,Female,,2,2.0 [1.6-2.5],1.6,2.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,ARM,Armenia,Europe,Upper middle income,Male,,55.6,55.6 [46.3-64.9],46.3,64.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,ARM,Armenia,Europe,Upper middle income,Both sexes,,27.2,27.2 [22.3-32.1],22.3,32.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,ARM,Armenia,Europe,Upper middle income,Male,,52.6,52.6 [43.1-62.0],43.1,62
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,ARM,Armenia,Europe,Upper middle income,Female,,1.8,1.8 [1.4-2.2],1.4,2.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,ARM,Armenia,Europe,Upper middle income,Female,The most recent survey was conducted in 2016. This is a projection.,1.6,1.6 [1.2-2.0],1.2,2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,ARM,Armenia,Europe,Upper middle income,Both sexes,The most recent survey was conducted in 2016. This is a projection.,25.8,25.8 [20.6-30.9],20.6,30.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,ARM,Armenia,Europe,Upper middle income,Male,The most recent survey was conducted in 2016. This is a projection.,49.9,49.9 [39.9-59.9],39.9,59.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,ARM,Armenia,Europe,Upper middle income,Female,The most recent survey was conducted in 2016. This is a projection.,1.6,1.6 [1.1-2.0],1.1,2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,ARM,Armenia,Europe,Upper middle income,Male,The most recent survey was conducted in 2016. This is a projection.,49,49.0 [38.6-59.5],38.6,59.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,ARM,Armenia,Europe,Upper middle income,Both sexes,The most recent survey was conducted in 2016. This is a projection.,25.3,25.3 [19.9-30.7],19.9,30.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,ARM,Armenia,Europe,Upper middle income,Male,The most recent survey was conducted in 2016. This is a projection.,48.2,48.2 [37.1-59.4],37.1,59.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,ARM,Armenia,Europe,Upper middle income,Both sexes,The most recent survey was conducted in 2016. This is a projection.,24.9,24.9 [19.1-30.7],19.1,30.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,ARM,Armenia,Europe,Upper middle income,Female,The most recent survey was conducted in 2016. This is a projection.,1.5,1.5 [1.1-2.0],1.1,2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,ARM,Armenia,Europe,Upper middle income,Female,The most recent survey was conducted in 2016. This is a projection.,1.4,1.4 [1.0-1.9],1,1.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,ARM,Armenia,Europe,Upper middle income,Male,The most recent survey was conducted in 2016. This is a projection.,46.8,46.8 [35.2-58.4],35.2,58.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,ARM,Armenia,Europe,Upper middle income,Both sexes,The most recent survey was conducted in 2016. This is a projection.,24.1,24.1 [18.1-30.1],18.1,30.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,ARM,Armenia,Europe,Upper middle income,Both sexes,The most recent survey was conducted in 2016. This is a projection.,22.7,22.7 [15.1-30.4],15.1,30.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,ARM,Armenia,Europe,Upper middle income,Male,The most recent survey was conducted in 2016. This is a projection.,44.2,44.2 [29.3-59.1],29.3,59.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,ARM,Armenia,Europe,Upper middle income,Female,The most recent survey was conducted in 2016. This is a projection.,1.3,1.3 [0.8-1.7],0.8,1.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,AUS,Australia,Western Pacific,High income,Female,,22.5,22.5 [18.5-26.6],18.5,26.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,AUS,Australia,Western Pacific,High income,Male,,26.5,26.5 [21.7-31.3],21.7,31.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,AUS,Australia,Western Pacific,High income,Both sexes,,24.5,24.5 [20.1-29.0],20.1,29
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,AUS,Australia,Western Pacific,High income,Female,,19,19.0 [15.9-22.2],15.9,22.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,AUS,Australia,Western Pacific,High income,Both sexes,,21.2,21.2 [17.7-24.7],17.7,24.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,AUS,Australia,Western Pacific,High income,Male,,23.4,23.4 [19.6-27.2],19.6,27.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,AUS,Australia,Western Pacific,High income,Both sexes,,20,20.0 [16.8-23.3],16.8,23.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,AUS,Australia,Western Pacific,High income,Male,,22.2,22.2 [18.5-25.8],18.5,25.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,AUS,Australia,Western Pacific,High income,Female,,17.8,17.8 [15.0-20.7],15,20.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,AUS,Australia,Western Pacific,High income,Male,,20.6,20.6 [17.1-24.2],17.1,24.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,AUS,Australia,Western Pacific,High income,Female,,16.2,16.2 [13.8-18.5],13.8,18.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,AUS,Australia,Western Pacific,High income,Both sexes,,18.4,18.4 [15.4-21.4],15.4,21.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,AUS,Australia,Western Pacific,High income,Female,,13.7,13.7 [11.5-15.8],11.5,15.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,AUS,Australia,Western Pacific,High income,Male,,18.1,18.1 [15.2-21.0],15.2,21
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,AUS,Australia,Western Pacific,High income,Both sexes,,15.9,15.9 [13.4-18.4],13.4,18.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,AUS,Australia,Western Pacific,High income,Female,,11.5,11.5 [9.6-13.5],9.6,13.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,AUS,Australia,Western Pacific,High income,Male,,15.9,15.9 [12.9-19.0],12.9,19
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,AUS,Australia,Western Pacific,High income,Both sexes,,13.7,13.7 [11.2-16.2],11.2,16.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,AUS,Australia,Western Pacific,High income,Female,,11.2,11.2 [9.2-13.3],9.2,13.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,AUS,Australia,Western Pacific,High income,Both sexes,,13.4,13.4 [11.0-15.8],11,15.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,AUS,Australia,Western Pacific,High income,Male,,15.6,15.6 [12.9-18.3],12.9,18.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,AUS,Australia,Western Pacific,High income,Female,The most recent survey was conducted in 2020-21. This is a projection.,10.9,10.9 [9.0-12.8],9,12.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,AUS,Australia,Western Pacific,High income,Male,The most recent survey was conducted in 2020-21. This is a projection.,15.2,15.2 [12.2-18.2],12.2,18.2
